Column1,Column2,Column3,Column4,Column5
3.603982396,31.31108878,-0.025972908,-0.225650389,0
-2.515383982,29.88159346,-0.005280289,0.062727381,0
0.040139468,-41.4146679,-0.991822556,-0.074429451,0
0.018669206,32.07602919,-0.411321818,0.001976609,0
362.495494,-4739.097143,-1.315386367,-0.088462347,0
-4.535008847,-77.58223563,-1.226838588,0.026706272,0
-4.612405193,54.76311486,-0.011202319,-0.027845028,0
0.033750687,-34.78657361,-5.63555E-05,0.058085133,0
5.361688809,-34.37160593,0.009549253,-0.061216377,0
0,0,4.78932E-06,0.008228656,0
-2.686033709,31.90445853,0.021313937,-0.253164956,0
-2.516462483,29.89440555,0.001262794,-0.015001403,0
-0.064090253,30.25406139,-0.548058886,0.058161218,0
-1692.715821,3790.709151,0.002336594,-0.055963257,0
-3.946989902,31.86712286,0.001294393,-0.010450642,0
-2.688576465,31.93903972,0.003270496,-0.038851972,0
0.029851177,-30.76737806,8.09346E-05,-0.083418697,0
-1.275507891,-29.95824879,-0.235341823,-0.06120352,0
-4.665542775,29.6341459,-0.004267919,0.02710856,0
-213.070318,-330.1395509,0.009196766,-0.079688999,0
0,0,0,0,0
-3.222488761,38.27904768,0.002283615,-0.027126433,0
-1.297130907,30.17814763,0.001115988,-0.025963795,0
-2.514358101,29.86940647,0.009277095,-0.110207576,0
413.9509676,-1826.219997,-0.002410382,0.056078282,0
0.036443111,62.61382064,2.28435E-05,0.039247945,0
-2.477103301,29.42280259,-0.005480238,0.065093758,0
2.842082209,-34.69432887,0.006095381,-0.074408523,0
3.514274286,-30.45081283,-0.0260973,0.226130324,0
1.632600831,-39.06216141,-0.001351436,0.032334926,1
-1.296290048,30.15858479,0.00392626,-0.091345652,0
-2.534904527,30.11348846,-0.005291468,0.062860188,0
-1.288918154,29.98707542,-0.002731734,0.063554639,0
4.263223579,-36.94037878,0.008538195,-0.073982554,0
2.743500276,-35.37760623,-1.095946002,-0.059222273,0
0.017472749,30.0203669,-1.61163E-05,-0.027689733,0
-5.816150092,60.17781181,-1.171908459,-0.188159829,0
-2.515383982,29.88159346,-0.005280289,0.062727381,0
2.979802093,29.95570067,-1.46555759,-0.020587178,0
-1.297026749,30.17572438,0.000515602,-0.011995638,0
-3.222488761,38.27904768,0.002283615,-0.027126433,0
2237.927823,4287.872556,-1.051518781,-0.170754064,1
10.94159742,-70.14213023,-0.006057638,0.03883305,0
-2.306924421,27.37695001,-0.014263392,0.008516607,0
1.999058209,30.11446752,-0.311826416,0.130746811,0
-1.297075425,30.17685682,7.59171E-05,-0.001766234,0
1.822208323,27.45768986,0.005340312,0.080469747,0
5.730494536,-36.73586942,0.002932406,-0.018798465,0
-1.893921578,60.42576597,-1.315327167,0.013250997,0
5.781656662,-37.063849,-0.001490628,0.00955581,0
-2.534488198,30.10854267,0.00130233,-0.015471075,0
0.018698517,32.09366778,-0.000026254,-0.045061641,0
2.455669913,-35.86602535,-1.437625302,-0.07747758,0
5.732052838,-36.74585906,0.0049716,-0.031870904,0
0.037906768,-39.11103646,5.57436E-05,-0.057514533,1
-2.082170323,29.89940102,-1.226588089,-0.051961536,0
-2.117682416,30.12833653,-1.242008129,-0.025395736,0
-1.647505444,38.36441086,0.0041613,-0.096901555,0
-5.970124503,37.92385906,-0.008611115,0.054700151,0
2.841562262,-34.68798169,-0.004680848,0.057140806,0
3.141323508,-34.65758963,-1.152347468,-0.086246237,0
13.35933737,-110.7006213,-1.477789353,-0.146180244,0
-5.024290966,89.7639189,-1.225131655,-0.069376799,0
-3.933990159,29.93582401,-0.972303384,-0.216264365,0
3.634563761,-31.49310833,-0.004246946,0.036799336,0
-0.273198523,59.02348971,-1.283057122,-0.119620871,0
5.361688809,-34.37160593,0.009549253,-0.061216377,0
-1.525237456,-35.32655651,-0.164295697,0.056850192,0
-3.716660894,30.0147682,0.001280031,-0.010337192,0
0.040139468,-41.4146679,-0.991822556,-0.074429451,0
-3.681346627,29.72957953,0.000401604,-0.003243245,0
2.933813853,-35.81413035,0.001228394,-0.014995455,0
-4.699542224,29.85010034,-0.018392722,0.116825124,0
3.719636073,-30.57785394,-1.228854488,-0.064771401,0
5.538740635,-35.50661317,-0.009933909,0.063682247,0
1.381223013,30.04124807,-0.817018426,0.06103896,0
2.1249588,32.01107525,0.005722657,0.086207976,0
-3.914052815,31.85244239,-1.254544076,-0.124854801,0
-0.064090253,30.25406139,-0.548058886,0.058161218,0
-4.702202642,29.86699852,-0.021508549,0.136615935,0
-13.76890413,87.46587646,-0.000578246,0.003673264,0
4.546283103,-29.14664057,0.266237849,-1.70687542,0
-3.377859212,27.27208764,-0.003273768,0.026431676,0
256.2882397,204.7787997,-0.004267919,0.02710856,0
-2.446551582,29.90774781,-1.229657442,-0.08444267,0
3.242699497,-35.30722784,-1.174101654,-0.102503577,0
4.747733292,-35.01963755,-1.400152293,-0.160707379,0
-5.444927305,64.67434003,0.056753035,-0.67410727,0
3.989457055,-34.56822097,0.00048834,-0.004231417,0
4.045306316,-31.43470345,-1.269355153,-0.054248583,0
2.112075652,-30.0630871,-1.203984066,-0.093157918,0
-2.692025728,31.97782486,0.001403421,-0.016670842,0
-3.140064975,-29.73559271,-0.001675798,-0.015869367,0
-4.587457736,29.1414631,0.002761111,-0.017539742,0
-4.698233106,29.84178521,0.009049791,-0.057481589,0
-1.525237456,-35.32655651,-0.164295697,0.056850192,0
6.388230944,-40.95394475,-0.009470337,0.060712841,0
0.018662995,32.06535807,1.39258E-05,0.023926335,0
-2.533907034,30.10163871,-0.006967338,0.082768745,0
-3.711705037,29.97474601,0.005962203,-0.048149173,0
0.6290631,-35.45429589,-1.448972173,0.030590308,0
0.033746841,-34.78260893,4.00009E-05,-0.041228658,0
4.316667586,-35.23091811,-1.397424971,-0.235106543,0
-3.147791727,-29.80876303,0.003080186,0.029168554,0
3.033547106,-37.03161035,-0.00306079,0.03736417,0
2.959998083,-70.89427176,-0.327493727,0.04039896,0
-0.595021737,30.20646354,-1.316322017,0.036396476,0
3.638250909,-31.52505708,0.00500006,-0.043324984,0
1.499857231,-35.92275506,0.005304539,-0.127047861,0
-2.535960465,30.12603252,0.000690715,-0.008205371,0
4.750895455,-41.17442727,0.002926925,-0.025366685,0
3.637011715,-31.5143196,0.003758463,-0.032566678,0
-1.296746426,30.16920257,0.000957649,-0.022279987,0
-2.583423114,-34.69550628,0.000940968,0.012637245,0
-5.96838846,37.91283124,0.003111606,-0.019765769,0
2.933813853,-35.81413035,0.001228394,-0.014995455,0
3.525124038,-30.54482477,-0.000186332,0.001614549,0
0.022364346,38.38560356,-2.97352E-05,-0.051036782,0
5.538960735,-35.50802413,-0.008654247,0.055478857,0
-18.21247928,10.97933658,-5.121449957,0.043115594,0
-0.064090253,30.25406139,-0.548058886,0.058161218,0
5.114404042,-32.78636388,-0.013102872,0.083997184,0
3.087225545,-35.80525806,-1.193110093,-0.06224608,0
-0.287188498,-38.86967211,-1.693615817,0.092526426,0
2.531698215,-35.25315566,-1.417883365,0.00254358,0
0,0,0.001792112,-0.04169404,0
-3.060703094,29.80359917,-1.173431381,-0.06029086,0
-2.880706818,-38.74277028,-0.003031981,-0.040777264,0
4.865576514,-74.15941841,-1.482597982,-0.121940501,0
-0.459576628,29.9912486,-1.30207693,-0.085220852,0
-0.935703418,32.10627077,-1.39575815,-0.026947808,0
-0.331188221,30.20163647,-1.311112746,-0.062892733,0
-2.515383982,29.88159346,-0.005280289,0.062727381,0
-9.435488561,76.18004623,0.009839605,-0.079442792,0
-0.376770527,32.10214237,-1.397218893,0.037454448,0
3.459931428,30.02318385,-0.005817244,-0.050478513,0
-3611.251218,1888.207084,0.000710621,0.010707895,1
0.463058876,-41.41173517,-1.690058739,-0.073550768,0
-3.713552989,29.98966958,0.013180885,-0.106445335,0
-2.515383982,29.88159346,-0.005280289,0.062727381,0
0.813954547,30.21118018,-1.158285782,0.071795338,0
3.80340482,30.53866869,-1.184185036,0.849276884,0
1.796113424,30.15596116,-0.817836529,0.108207727,0
-2.535151004,30.11641649,-0.68084183,-0.062871467,0
2.665123329,-32.53329843,0.000818379,-0.009989993,0
-3.382197961,27.30711773,0.002887272,-0.023311196,0
-4.590225035,29.15904215,-0.005476816,0.034791041,0
4.122400169,-35.72015891,-0.003377595,0.029266504,0
-3.377754961,27.27124593,0.004603814,-0.037170175,0
-2.873625747,64.15893569,-0.761008959,-0.011748153,0
0,0,0.000710621,0.010707895,1
-2.515044734,29.87756335,-0.00397059,0.047168761,0
-0.064090253,30.25406139,-0.548058886,0.058161218,0
-3.681346627,29.72957953,0.000401604,-0.003243245,0
-5.96838846,37.91283124,0.003111606,-0.019765769,0
3.988106108,-34.55651516,0.00583883,-0.050592837,0
1.54761923,30.16976895,-0.817383063,0.120522478,0
6.023793324,-38.61759244,0.008832792,-0.056625641,1
0.037871302,-39.07444443,-0.000079391,0.081913208,1
-3.68640308,29.77041411,-0.006867641,0.055461249,0
0.018698913,32.0943464,-3.85254E-05,-0.066124101,0
0,0,-0.813724958,0.036657091,0
-2.511467658,29.83302577,0.002140195,-0.025422776,0
3.625037897,-32.43343447,-0.741267732,-0.160072232,0
-5.207313489,58.84817122,-1.156397723,-0.111042475,0
-0.82242137,27.49276036,-1.198612501,0.077413779,0
0.017441269,29.96628104,4.22431E-05,0.072578989,0
2.590133126,-31.61869499,0.002945173,-0.035952792,0
-3.94641843,31.86250892,-0.00404993,0.032698241,0
1.333920514,-31.94844077,0.003364063,-0.080571937,0
4.609070531,-29.5468763,0.006096473,-0.039082007,0
-3.712865945,29.98412119,-0.001270282,0.010258464,0
3.405832168,-38.94737009,-1.29681392,-0.042044003,1
1.412017311,60.40039343,-1.162219641,-0.069855449,0
5.730912089,-36.73854619,-0.010912999,0.069958798,0
1.985606693,29.91182948,-0.000529313,-0.00797375,0
1.363391244,-32.5877836,-0.000651133,0.015563392,0
4.130155018,-63.96041889,-1.290522393,0.095908295,0
3.74088043,-32.42758945,-0.110922283,-0.113459876,0
-1.298899841,30.21930243,0.00099485,-0.023145479,0
5.119354222,-32.81809747,-0.016813068,0.107781739,0
2.663825395,-32.51745449,0.002148878,-0.026231466,0
-2.283209972,60.420424,-1.311812163,-0.125093603,0
2.12593803,30.12641432,-1.456705316,0.10771853,0
1.550779939,-37.1423938,-0.001399745,0.033524998,0
1.264494916,32.29701656,0.000255993,0.006538419,1
4.205474275,-32.35761596,-1.285436847,-0.191234997,0
-6410.295074,224.8520951,-0.002251185,-0.033912586,0
-5.251391163,62.38408805,-0.005021168,0.059649143,0
0.249850933,60.41481036,-1.162959221,0.007955363,0
2.531698215,-35.25315566,-1.417883365,0.00254358,0
-3.683889904,29.75011837,0.005886362,-0.0475367,0
-3.800353059,29.74050815,-0.699800534,-0.037771446,0
-1.265378786,29.49283767,0.001231985,-0.028714507,0
-3.933990159,29.93582401,-0.972303384,-0.216264365,0
0.694453516,30.19633874,-1.161793576,-0.040418667,0
-3.22130522,38.26498873,-1.004877838,0.011745232,0
0.022367195,38.39049426,0.000024933,0.04279431,0
0.018661528,32.03017994,0.000374334,0.642497646,0
1.480238142,-35.45286253,-0.326680384,0.020918764,0
-0.797524726,-29.88686239,-1.301090601,0.075844738,0
1.324164826,-31.71478441,0.002235124,-0.05353298,0
-7.426199594,59.97201944,-0.000191869,0.001549482,0
-5.970124503,37.92385906,-0.008611115,0.054700151,0
5.54095665,-35.52081913,0.012486639,-0.080046762,0
-2.305480773,27.38616485,0.003061073,-0.036361634,0
-3.942185179,31.83604254,0.008562957,-0.069152172,0
-1.265163275,29.48781465,-0.000690101,0.01608454,0
-3.715905235,30.00866569,0.009749896,-0.078737579,0
-3.942431543,31.83031968,0.01089915,-0.087997322,0
0.017464421,30.00605877,-5.02959E-05,-0.08641468,0
2.886487555,-35.23640105,0.003479516,-0.042475716,0
3.986692236,-34.54426411,-0.009832727,0.08519953,0
0.017220069,29.52596117,-2.26028E-05,-0.038755267,0
0.524432885,29.96121635,-1.15020943,0.023644303,0
2.823394857,-41.34499762,-1.651590757,-0.085430232,0
-3.043400296,30.08327823,-1.180763114,-0.100463427,0
4.120734256,-35.70572396,0.003735303,-0.032366006,0
0.052419479,90.06321659,5.78568E-07,0.000994048,0
-4.720274887,38.11045467,-0.006662464,0.053791259,0
1.247688482,-29.88311608,0.002336594,-0.055963257,0
0.017598237,30.23597054,-9.96377E-05,-0.171190004,0
-4.700036472,29.85323965,-0.017262611,0.109646995,0
5.246075236,-64.04074413,-0.010770578,0.131480356,0
4.418854046,59.78427255,-1.43990535,0.171519739,0
-0.468521142,-0.036270671,0.223565123,0.017307345,1
2.88734043,-35.24681241,-0.003722924,0.045447083,0
-4.698233106,29.84178521,0.009049791,-0.057481589,0
63.78216889,159.8125627,-0.817812162,0.041091699,0
-9.175764774,58.28832132,0.005017406,-0.031872677,0
8.102672423,-70.20879455,-0.006573162,0.056955751,0
281.6148392,36.85964598,0.008094885,0.076656444,0
-2.533536873,30.09724138,-0.002577757,0.030622554,0
-1.287429755,29.95244737,-0.002406472,0.055987305,0
-3.713401717,29.98844795,-0.013220557,0.10676571,0
1.943636284,31.25055572,-0.683635839,-0.042658665,0
4.747196857,-41.14237276,-0.003352426,0.029054359,0
0,0,-1.213119361,-0.090902024,0
0.017225221,29.53479528,4.73762E-05,0.081232442,0
0.017483437,30.03873097,3.60281E-05,0.061900856,0
5.982172952,-69.3368697,-1.146455962,-0.158165986,0
-2.515383982,29.88159346,-0.005280289,0.062727381,0
0.017485222,30.04179671,2.96817E-05,0.050996946,0
-7.89380719,63.73285207,-0.007985409,0.064472428,0
2.543043592,38.31949476,-1.701620958,0.131397998,0
5.729140855,-36.72719153,0.007699948,-0.049361235,0
4.066550135,-35.23622431,-0.011528102,0.099889779,0
3.428049163,-29.70368131,0.004084466,-0.035391467,0
4.120288847,-35.70186453,-0.003623063,0.031393453,0
356.2091672,-123.5767075,-0.002731734,0.063554639,0
3.919594627,-38.8790813,-1.288154403,-0.124822648,1
-1.179951509,27.47677992,-0.001584984,0.036908504,0
2.884396477,-35.2108745,-0.591076587,-0.09517084,0
2.689501734,31.07260965,-1.535573466,-0.19604483,0
5.143017105,-32.96979059,-0.03828288,0.24541597,0
0.232266575,30.20268536,-1.163016379,-0.090249303,0
0.063565638,29.96253064,-1.14929619,0.080259491,0
-3.714220391,29.99505934,-0.002093671,0.016907934,0
0.348696065,30.21172021,-1.16324065,-0.08903566,0
3.634785352,-31.49502839,-0.009009092,0.078062822,0
1.071261685,38.36089066,-1.478954404,0.053450195,0
5.467426793,-69.35995454,-1.394843777,-0.033717574,0
-3.941436959,31.83000011,0.011359908,-0.09173961,0
0.017586964,30.21660251,-9.73934E-06,-0.016733401,0
2.839672681,-34.66491489,-0.000726021,0.008862802,0
4.886720794,-31.32677919,-0.002151099,0.013789822,0
0,0,0.001792112,-0.04169404,0
-4.953377565,40.00216421,-0.00917956,0.07413169,0
0.017213451,29.5146134,8.15956E-06,0.013990597,0
114.2827619,-321.577775,-1.190955805,-0.097656533,0
2.839672681,-34.66491489,-0.000726021,0.008862802,0
4.122400169,-35.72015891,-0.003377595,0.029266504,0
3.507454255,-30.39171799,-0.01491032,0.129196336,0
-3.941277852,31.82871521,-0.009076923,0.073302823,0
0.034888118,-35.95891525,6.66149E-05,-0.068659413,0
0.035208904,60.49329904,-9.91611E-05,-0.170371096,0
-3.680944315,29.72633057,0.001153546,-0.009315733,0
4.305827704,-38.83551547,-1.286186502,-0.165210316,1
4.066429286,-35.23517717,-0.001209938,0.010483981,0
0,0,0,0,0
2.622306801,-32.01145072,-0.002668309,0.032573016,0
-0.107412148,-39.07441316,-1.261742816,-0.011859565,1
0.058282395,-60.07121631,-0.000191763,0.197648829,0
-3.942431543,31.83031968,0.01089915,-0.087997322,0
-2.117682416,30.12833653,-1.242008129,-0.025395736,0
5.361621196,-34.37117249,-0.009935632,0.063693292,0
-3.649327773,-34.558178,0.003876407,0.036708557,0
-0.185111497,-29.98836128,-1.070667298,0.018697159,0
-4.700509202,29.85624229,-0.0025067,0.015921818,0
5.362059136,-34.37397995,-0.00106891,0.006852347,0
2.529558453,-32.5521476,-0.887437671,-0.070467047,0
2.88759103,-35.24987156,0.004721035,-0.057631384,0
-1.287063373,29.94392337,0.000449798,-0.010464681,0
0.017446009,29.97442427,-1.10724E-05,-0.019023749,0
1.62199083,-38.80830291,0.000324255,-0.007758231,0
0,0,-1.325688148,-0.075574794,1
-1.908541209,-34.71084947,-1.102659564,0.09707588,0
1.364364783,-32.61105312,-0.413469482,0.039940949,0
2.959998083,-70.89427176,-0.327493727,0.04039896,0
0,0,-0.958954373,-0.148438905,0
-4.72266184,65.38887526,-1.30147825,-0.814839747,0
2.663705975,-32.51599672,0.00093092,-0.011363793,0
-3.060703094,29.80359917,-1.173431381,-0.06029086,0
-2.199990322,29.45649155,-1.208605135,-0.127696896,0
3.697978699,32.10823488,0.003109669,0.027000151,1
0.741925368,-29.8988466,-1.217482952,-0.061998366,0
4.045306316,-31.43470345,-1.269355153,-0.054248583,0
1.954989162,29.46639242,-0.007315876,-0.11026786,0
-5.071794262,60.25056029,-0.012604011,0.149729798,0
0.022367195,38.39049426,0.000024933,0.04279431,0
2.979802093,29.95570067,-1.46555759,-0.020587178,0
-2.515664852,29.88493007,0.001724639,-0.020487915,0
-6.008098559,4.133517863,-1.88039684,1.293696143,0
-1.297026749,30.17572438,0.000515602,-0.011995638,0
0.037878812,-39.08219234,2.94188E-05,-0.030353436,1
-3.714577182,29.99794069,-0.002516251,0.020320572,0
2.638104605,31.18159154,-1.506979108,0.141502038,0
-1.636944798,-35.31514168,-1.043633962,0.108796966,0
1.157600682,-35.31051087,-1.442693361,0.03368199,0
-2.533003337,30.09090321,0.004738195,-0.056287556,0
6063.322212,74.94438649,-1.172573499,-0.087656381,0
-4.662223661,29.61306387,-0.877209101,-0.084679835,0
-3.043400296,30.08327823,-1.180763114,-0.100463427,0
3.462559698,30.04599039,-0.009442222,-0.081933864,0
-2.536233514,30.12927621,-0.000207232,0.002461818,0
-2.226503607,-29.90205881,0.006364917,0.08548117,0
-2.625995358,31.19560523,-0.010381528,0.12332773,0
0,0,0.010900856,-0.087989754,0
0.01748225,30.03669141,1.85259E-05,0.031829737,0
3.432053826,29.78127895,-0.001221644,-0.010600685,0
2.612554688,-30.6406016,-1.017124531,-0.102222553,0
-2.514358101,29.86940647,0.009277095,-0.110207576,0
-4.666953525,31.73551257,-1.057228302,-0.062689966,0
-1.288918154,29.98707542,-0.002731734,0.063554639,0
-2.635811951,-35.39909107,-1.077028485,-0.041908333,0
-4.701272408,29.86108995,-0.012700902,0.080672365,0
1.474664616,-35.31937221,0.004117748,-0.098623297,0
0.029026111,-29.91698887,-1.15201E-05,0.011873696,0
-1.647106287,38.35511594,0.002769732,-0.064496979,0
-3.941245182,31.82845137,0.0038236,-0.030878383,0
-4.949631957,39.97191567,0.006177275,-0.049886035,0
0.017584358,30.212125,0.000057158,0.098204665,0
-1.286517686,29.93122779,-0.886829919,-0.062874153,0
-2.516312277,29.89262118,-0.005760618,0.068433468,0
-5.763928684,82.29922524,-1.135018737,0.057843184,0
-0.985885679,30.23777717,-1.314958811,-0.051885872,0
-4.038939614,31.82345442,-0.694583676,-0.042350676,0
-2.199990322,29.45649155,-1.208605135,-0.127696896,0
-5.368906285,38.03215189,-1.269880519,-0.043791107,0
2.622306801,-32.01145072,-0.002668309,0.032573016,0
-43.86916226,337.7670957,-2.057705553,-1.720433056,0
7.588815271,-69.16688074,-1.141981861,-0.196676486,0
-3.944209031,31.84467072,-0.002246856,0.018140615,0
-108.7622316,81.92953101,-0.877209101,-0.084679835,0
-2.533989785,30.10262175,-0.008413687,0.099950692,0
3.428331966,-29.70613177,-9.40811E-05,0.000815203,0
-1.297541399,30.18769785,-0.004831487,0.112406014,0
1.324164826,-31.71478441,0.002235124,-0.05353298,0
-1.776979762,29.87971003,-1.225227782,-0.078663627,0
3.300273771,29.78747893,-0.558003163,0.068369283,0
-2.305480773,27.38616485,0.003061073,-0.036361634,0
2.443718107,30.17243399,-1.449644972,0.21701832,0
1.826299868,-35.30512367,-1.413192545,-0.054407202,0
0.029099271,-29.99239463,-2.12682E-05,0.021920986,0
4.972294856,59.97126417,-1.466958943,-0.041697617,0
3.287971862,29.35470801,-0.526786292,0.103839394,0
-7.42932159,59.99723185,0.00658409,-0.053171369,0
1.714537739,30.17100445,-0.814861066,0.150267732,0
-0.031627687,-117.2664877,-1.261719479,-0.035937235,1
0,0,-1.557004856,-0.110564698,1
0.936854033,30.04939144,-1.156852073,0.035968483,0
2.511478665,-30.65853144,-0.000712916,0.008702824,0
-2.595178545,60.37762329,-0.001649542,0.038377096,0
-2.533989785,30.10262175,-0.008413687,0.099950692,0
-2.688576465,31.93903972,0.003270496,-0.038851972,0
0.017575991,30.19774885,-1.024151591,0.037376284,0
-2.533833727,30.10076786,0.006537524,-0.077662747,0
0.01743704,29.95901517,3.34337E-05,0.057443334,0
1.499857231,-35.92275506,0.005304539,-0.127047861,0
3.508943498,-30.40462212,-0.013595169,0.117800692,0
1.322789445,-31.68184295,-0.000286906,0.006871621,0
-1.297075425,30.17685682,7.59171E-05,-0.001766234,0
-2.80624266,30.1001991,-1.171361799,-0.18900418,0
-1.298204538,30.20312599,-0.763275457,-0.110339324,0
6.386308221,-40.94161848,-0.002556916,0.016391989,0
5.781158238,-37.06065381,0.004990388,-0.03199135,0
4.118282173,-35.68447692,-0.001054041,0.009133151,0
-2.537804478,30.14793853,-0.004190324,0.049779106,0
1.992492763,30.0155635,-0.001401353,-0.021110439,0
4.051921363,-35.10946756,0.001395456,-0.012091476,0
-1.169856072,38.362824,-1.671621138,0.017013998,0
-3.219735775,38.24634573,-0.009086842,0.107940074,0
4.88996619,-31.34758411,-0.001126108,0.007219018,0
0,0,-2.57769E-05,-0.044242895,1
3.783618481,-32.49631976,-1.323185557,0.028308683,0
1.572161399,29.93345308,-0.816566347,-0.000449479,0
-2.47768704,29.42973618,0.001604593,-0.01905921,0
4.054043895,-35.12785907,0.005404168,-0.046826543,0
1.352387543,-35.45731933,-0.909144555,-0.045476474,0
2.840543349,-34.67554345,-0.002298324,0.028056479,0
1.992492763,30.0155635,-0.001401353,-0.021110439,0
0.022371221,38.39740468,1.60615E-05,0.027567518,0
0,0,0,0,0
2.433194364,29.87164482,-1.439952174,0.170814354,0
4.609110171,-29.54713041,-0.008674763,0.055610375,0
-4.717774501,38.0902671,0.005110741,-0.041262992,0
-2.625183707,31.18596319,-1.267569991,-0.173721864,0
-2869.833534,-3110.721335,-0.001539316,0.018286357,0
4.479413994,-38.82158795,-0.004649874,0.040298904,1
2.897840609,-35.37499189,0.00143213,-0.017482532,0
0,0,-1.443806848,0.119442793,0
2.887119493,-35.24411534,0.005542287,-0.067656708,0
-7.89183642,63.71694051,-0.001780175,0.014372736,0
0.017598237,30.23597054,-9.96377E-05,-0.171190004,0
-3.068399918,-29.77995686,-0.922914702,0.082989282,0
10.41347733,119.9046551,-1.454443614,0.098081778,0
-2.536338857,30.13052764,0.010698851,-0.127097376,0
-6.390254137,-69.22761603,-1.065575772,0.149319148,0
-2.221472719,-29.83449372,-0.007958006,-0.106876436,0
6.024141818,-38.61982658,0.00239353,-0.015344547,1
3.637011715,-31.5143196,0.003758463,-0.032566678,0
-3.686554019,29.77163306,-0.010308737,0.083250629,0
-2.511395195,29.832165,-0.001098663,0.013050707,0
1.479759941,-35.44140923,-0.000813343,0.019480196,0
-2.516312277,29.89262118,-0.005760618,0.068433468,0
-7.882624939,63.65798954,-0.010841896,0.08755628,0
2.193039867,-82.80384732,-1.691981421,-0.02754803,0
-10.3551749,90.09589045,-1.178707127,-0.129437928,0
-1.746148225,30.14638066,-1.239201171,-0.003588764,0
-3.714744407,29.99929116,0.009100341,-0.073491941,0
-2.533453133,30.09624658,0.003348904,-0.039783426,0
4.479578549,-38.82301409,0.00220542,-0.019113638,1
8.523422247,-73.85454702,-1.397118265,-0.153033014,0
-0.447888729,-35.48731979,-1.547451315,0.033954773,0
-2.196645528,-35.26670033,-1.12018794,0.098913317,0
4.067506468,-35.24451083,-0.000322231,0.002792094,0
-3.712595752,29.98193919,0.011966414,-0.096637589,0
-9.953970291,-105.565806,-1.092045213,0.052345834,0
-3.630778849,29.30699496,-0.006020955,0.048600064,0
3.987987994,-34.55549171,-0.004398289,0.038110706,0
-1.121378685,30.19809116,-1.316653444,0.03279143,0
-2.62466485,-35.24938493,-0.005978958,-0.080297712,0
-1.29753173,30.18747289,-0.002513708,0.058482189,0
3.634563761,-31.49310833,-0.004246946,0.036799336,0
9.499290129,-82.32718112,0.006663358,-0.057749107,0
-3.839806918,29.98616501,-0.836381892,-0.115407663,0
3.458138906,30.00762943,-0.009637316,-0.083626777,0
-2.533003337,30.09090321,0.004738195,-0.056287556,0
-1690.389464,-1164.87697,-0.972303384,-0.216264365,0
8139.371589,-580.2773171,-0.288164073,-0.024189226,0
-2.53603002,30.1268588,-0.012087824,0.143597732,0
-8.044166537,59.88486322,-0.991397924,-0.097275071,0
-1.37721026,32.0412183,0.001716234,-0.03992871,0
-3.946989902,31.86712286,0.001294393,-0.010450642,0
4.067506468,-35.24451083,-0.000322231,0.002792094,0
3.738904624,-32.41046229,0.002104283,-0.018240849,0
-4.700952634,29.85905885,-0.006207588,0.039428762,0
142.1334426,-416.2331848,-0.005258253,0.122334876,0
0,0,0.001792112,-0.04169404,0
0.037894635,-39.09851824,3.61136E-05,-0.037260948,1
4.305827704,-38.83551547,-1.286186502,-0.165210316,1
1.954989162,29.46639242,-0.007315876,-0.11026786,0
-2.304774275,27.37777256,0.005581483,-0.066300888,0
